날짜,홈 팀,원정 팀,홈 팀 득점,원정 팀 득점,경기 결과,홈 승 배당률,무승부 배당률,원정 승 배당률
2023/04/08,울버햄튼 원더러스 FC,첼시 FC,1,0,H,4.2,3.5,1.91
2023/04/08,사우샘프턴 FC,맨체스터 시티 FC,1,4,A,11.0,6.0,1.25
2023/04/09,Leeds,크리스탈 팰리스 FC,1,5,A,2.1,3.4,3.6
2023/04/09,리버풀 FC,아스날 FC,2,2,D,2.88,3.6,2.38
2023/04/15,애스턴 빌라 FC,뉴캐슬 유나이티드 FC,3,0,H,3.6,3.4,2.05
2023/04/15,첼시 FC,브라이튼 & 호브 알비언 FC,1,2,A,2.63,3.4,2.63
2023/04/15,에버튼 FC,풀럼 FC,1,3,A,2.05,3.4,3.7
2023/04/15,사우샘프턴 FC,크리스탈 팰리스 FC,0,2,A,2.8,3.1,2.7
2023/04/15,토트넘 홋스퍼 FC,AFC 본머스,2,3,A,1.45,4.5,7.0
2023/04/15,울버햄튼 원더러스 FC,브렌트포드 FC,2,0,H,2.45,3.1,3.0
2023/04/15,맨체스터 시티 FC,Leicester,3,1,H,1.14,8.5,15.0
2023/04/16,웨스트햄 유나이티드 FC,아스날 FC,2,2,D,6.0,4.2,1.55
2023/04/16,노팅엄 포레스트 FC,맨체스터 유나이티드 FC,0,2,A,5.5,4.0,1.62
2023/04/17,Leeds,리버풀 FC,1,6,A,4.2,4.2,1.73
2023/04/21,아스날 FC,사우샘프턴 FC,3,3,D,1.2,7.0,13.0
2023/04/22,풀럼 FC,Leeds,2,1,H,2.3,3.4,3.1
2023/04/22,브렌트포드 FC,애스턴 빌라 FC,1,1,D,2.5,3.25,2.88
2023/04/22,크리스탈 팰리스 FC,에버튼 FC,0,0,D,2.05,3.2,3.75
2023/04/22,Leicester,울버햄튼 원더러스 FC,2,1,H,2.38,3.3,3.0
2023/04/22,리버풀 FC,노팅엄 포레스트 FC,3,2,H,1.17,7.5,17.0
2023/04/23,AFC 본머스,웨스트햄 유나이티드 FC,0,4,A,2.88,3.2,2.55
2023/04/23,뉴캐슬 유나이티드 FC,토트넘 홋스퍼 FC,6,1,H,1.83,3.75,4.2
2023/04/25,울버햄튼 원더러스 FC,크리스탈 팰리스 FC,2,0,H,2.45,3.2,3.0
2023/04/25,애스턴 빌라 FC,풀럼 FC,1,0,H,1.75,4.0,4.2
2023/04/25,Leeds,Leicester,1,1,D,2.3,3.5,3.0
2023/04/26,노팅엄 포레스트 FC,브라이튼 & 호브 알비언 FC,3,1,H,6.0,4.2,1.53
2023/04/26,첼시 FC,브렌트포드 FC,0,2,A,1.7,4.0,4.75
2023/04/26,웨스트햄 유나이티드 FC,리버풀 FC,1,2,A,3.9,3.9,1.85
2023/04/26,맨체스터 시티 FC,아스날 FC,4,1,H,1.55,4.5,5.25
2023/04/27,에버튼 FC,뉴캐슬 유나이티드 FC,1,4,A,4.75,3.6,1.73
2023/04/27,사우샘프턴 FC,AFC 본머스,0,1,A,2.25,3.4,3.2
2023/04/27,토트넘 홋스퍼 FC,맨체스터 유나이티드 FC,2,2,D,2.8,3.6,2.4
2023/04/29,크리스탈 팰리스 FC,웨스트햄 유나이티드 FC,4,3,H,2.63,3.25,2.75
2023/04/29,브렌트포드 FC,노팅엄 포레스트 FC,2,1,H,1.65,3.8,5.5
2023/04/29,브라이튼 & 호브 알비언 FC,울버햄튼 원더러스 FC,6,0,H,1.5,4.33,6.5
2023/04/30,AFC 본머스,Leeds,4,1,H,2.55,3.5,2.7
2023/04/30,풀럼 FC,맨체스터 시티 FC,1,2,A,12.0,6.0,1.25
2023/04/30,맨체스터 유나이티드 FC,애스턴 빌라 FC,1,0,H,1.73,3.9,4.6
2023/04/30,뉴캐슬 유나이티드 FC,사우샘프턴 FC,3,1,H,1.3,5.25,10.0
2023/04/30,리버풀 FC,토트넘 홋스퍼 FC,4,3,H,1.53,4.5,5.75
2023/05/01,Leicester,에버튼 FC,2,2,D,2.0,3.5,3.75
2023/05/02,아스날 FC,첼시 FC,3,1,H,1.6,4.0,5.5
2023/05/03,리버풀 FC,풀럼 FC,1,0,H,1.25,5.75,11.0
2023/05/03,맨체스터 시티 FC,웨스트햄 유나이티드 FC,3,0,H,1.2,7.0,13.0
2023/05/04,브라이튼 & 호브 알비언 FC,맨체스터 유나이티드 FC,1,0,H,1.95,3.5,3.75
2023/05/06,AFC 본머스,첼시 FC,1,3,A,3.3,3.5,2.15
2023/05/06,맨체스터 시티 FC,Leeds,2,1,H,1.17,8.5,15.0
2023/05/06,토트넘 홋스퍼 FC,크리스탈 팰리스 FC,1,0,H,1.8,3.8,4.2
2023/05/06,울버햄튼 원더러스 FC,애스턴 빌라 FC,1,0,H,2.88,3.3,2.5
2023/05/06,리버풀 FC,브렌트포드 FC,1,0,H,1.44,5.0,6.0
2023/05/07,뉴캐슬 유나이티드 FC,아스날 FC,0,2,A,2.45,3.75,2.63
2023/05/07,웨스트햄 유나이티드 FC,맨체스터 유나이티드 FC,1,0,H,3.4,3.75,2.05
2023/05/08,풀럼 FC,Leicester,5,3,H,2.63,3.5,2.6
2023/05/08,브라이튼 & 호브 알비언 FC,에버튼 FC,1,5,A,1.33,5.25,9.0
2023/05/08,노팅엄 포레스트 FC,사우샘프턴 FC,4,3,H,2.1,3.6,3.4
2023/05/13,Leeds,뉴캐슬 유나이티드 FC,2,2,D,4.33,4.2,1.7
2023/05/13,애스턴 빌라 FC,토트넘 홋스퍼 FC,2,1,H,2.25,3.6,2.9
2023/05/13,첼시 FC,노팅엄 포레스트 FC,2,2,D,1.5,4.5,6.0
2023/05/13,크리스탈 팰리스 FC,AFC 본머스,2,0,H,1.83,3.6,4.2
2023/05/13,맨체스터 유나이티드 FC,울버햄튼 원더러스 FC,2,0,H,1.36,5.0,7.5
2023/05/13,사우샘프턴 FC,풀럼 FC,0,2,A,2.75,3.3,2.5
2023/05/14,브렌트포드 FC,웨스트햄 유나이티드 FC,2,0,H,2.0,3.5,3.6
2023/05/14,에버튼 FC,맨체스터 시티 FC,0,3,A,9.0,4.75,1.36
2023/05/14,아스날 FC,브라이튼 & 호브 알비언 FC,0,3,A,1.73,4.2,4.2
2023/05/15,Leicester,리버풀 FC,0,3,A,5.25,4.33,1.57
2023/05/18,뉴캐슬 유나이티드 FC,브라이튼 & 호브 알비언 FC,4,1,H,2.0,3.8,3.5
2023/05/20,토트넘 홋스퍼 FC,브렌트포드 FC,1,3,A,1.83,3.9,4.0
2023/05/20,AFC 본머스,맨체스터 유나이티드 FC,0,1,A,6.0,4.75,1.5
2023/05/20,풀럼 FC,크리스탈 팰리스 FC,2,2,D,2.45,3.4,2.9
2023/05/20,리버풀 FC,애스턴 빌라 FC,1,1,D,1.45,5.0,6.25
2023/05/20,울버햄튼 원더러스 FC,에버튼 FC,1,1,D,2.75,3.3,2.6
2023/05/20,노팅엄 포레스트 FC,아스날 FC,1,0,H,5.25,4.33,1.57
2023/05/21,웨스트햄 유나이티드 FC,Leeds,3,1,H,2.4,3.5,2.88
2023/05/21,브라이튼 & 호브 알비언 FC,사우샘프턴 FC,3,1,H,1.22,7.0,11.0
2023/05/21,맨체스터 시티 FC,첼시 FC,1,0,H,1.25,6.0,11.0
2023/05/22,뉴캐슬 유나이티드 FC,Leicester,0,0,D,1.36,5.5,7.0
2023/05/24,브라이튼 & 호브 알비언 FC,맨체스터 시티 FC,1,1,D,4.0,4.33,1.75
2023/05/25,맨체스터 유나이티드 FC,첼시 FC,4,1,H,1.6,4.33,5.0
2023/05/28,아스날 FC,울버햄튼 원더러스 FC,5,0,H,1.36,5.25,8.0
2023/05/28,애스턴 빌라 FC,브라이튼 & 호브 알비언 FC,2,1,H,2.0,3.6,3.5
2023/05/28,브렌트포드 FC,맨체스터 시티 FC,1,0,H,3.8,4.0,1.83
2023/05/28,첼시 FC,뉴캐슬 유나이티드 FC,1,1,D,2.9,3.5,2.38
2023/05/28,크리스탈 팰리스 FC,노팅엄 포레스트 FC,1,1,D,1.67,4.0,5.0
2023/05/28,에버튼 FC,AFC 본머스,1,0,H,1.5,4.5,6.5
2023/05/28,Leeds,토트넘 홋스퍼 FC,1,4,A,2.75,3.8,2.3
2023/05/28,Leicester,웨스트햄 유나이티드 FC,2,1,H,1.91,3.8,3.6
2023/05/28,맨체스터 유나이티드 FC,풀럼 FC,2,1,H,1.5,4.33,6.0
2023/05/28,사우샘프턴 FC,리버풀 FC,4,4,D,6.5,4.75,1.44
