날짜,홈 팀,원정 팀,홈 팀 득점,원정 팀 득점,경기 결과,홈 승 배당률,무승부 배당률,원정 승 배당률
2022/09/03,브렌트포드 FC,Leeds,5,2,H,2.1,3.5,3.4
2022/09/03,첼시 FC,웨스트햄 유나이티드 FC,2,1,H,1.55,4.5,5.5
2022/09/03,뉴캐슬 유나이티드 FC,크리스탈 팰리스 FC,0,0,D,2.0,3.5,3.75
2022/09/03,노팅엄 포레스트 FC,AFC 본머스,2,3,A,1.95,3.5,3.8
2022/09/03,토트넘 홋스퍼 FC,풀럼 FC,2,1,H,1.5,4.5,6.5
2022/09/03,울버햄튼 원더러스 FC,사우샘프턴 FC,1,0,H,2.2,3.4,3.25
2022/09/03,애스턴 빌라 FC,맨체스터 시티 FC,1,1,D,8.0,5.5,1.33
2022/09/04,브라이튼 & 호브 알비언 FC,Leicester,5,2,H,1.83,3.5,4.5
2022/09/04,맨체스터 유나이티드 FC,아스날 FC,3,1,H,2.5,3.5,2.7
2022/09/16,애스턴 빌라 FC,사우샘프턴 FC,1,0,H,2.1,3.5,3.5
2022/09/16,노팅엄 포레스트 FC,풀럼 FC,2,3,A,2.75,3.3,2.62
2022/09/17,울버햄튼 원더러스 FC,맨체스터 시티 FC,0,3,A,9.5,5.0,1.33
2022/09/17,뉴캐슬 유나이티드 FC,AFC 본머스,1,1,D,1.44,4.4,7.5
2022/09/17,토트넘 홋스퍼 FC,Leicester,6,2,H,1.45,4.5,7.0
2022/09/18,브렌트포드 FC,아스날 FC,0,3,A,4.2,3.8,1.8
2022/09/18,에버튼 FC,웨스트햄 유나이티드 FC,1,0,H,2.9,3.25,2.5
2022/10/01,아스날 FC,토트넘 홋스퍼 FC,3,1,H,2.05,3.75,3.3
2022/10/01,AFC 본머스,브렌트포드 FC,0,0,D,3.3,3.4,2.2
2022/10/01,크리스탈 팰리스 FC,첼시 FC,1,2,A,4.2,3.6,1.85
2022/10/01,풀럼 FC,뉴캐슬 유나이티드 FC,1,4,A,3.0,3.4,2.37
2022/10/01,리버풀 FC,브라이튼 & 호브 알비언 FC,3,3,D,1.33,5.25,8.5
2022/10/01,사우샘프턴 FC,에버튼 FC,1,2,A,2.15,3.4,3.4
2022/10/01,웨스트햄 유나이티드 FC,울버햄튼 원더러스 FC,2,0,H,1.95,3.5,4.2
2022/10/02,맨체스터 시티 FC,맨체스터 유나이티드 FC,6,3,H,1.33,5.75,7.5
2022/10/02,Leeds,애스턴 빌라 FC,0,0,D,2.35,3.4,3.0
2022/10/03,Leicester,노팅엄 포레스트 FC,4,0,H,1.75,4.0,4.33
2022/10/08,AFC 본머스,Leicester,2,1,H,3.6,3.4,2.05
2022/10/08,첼시 FC,울버햄튼 원더러스 FC,3,0,H,1.4,4.5,8.0
2022/10/08,맨체스터 시티 FC,사우샘프턴 FC,4,0,H,1.11,10.0,17.0
2022/10/08,뉴캐슬 유나이티드 FC,브렌트포드 FC,5,1,H,1.83,3.8,4.2
2022/10/08,브라이튼 & 호브 알비언 FC,토트넘 홋스퍼 FC,0,1,A,2.8,3.4,2.5
2022/10/09,크리스탈 팰리스 FC,Leeds,2,1,H,2.05,3.5,3.6
2022/10/09,웨스트햄 유나이티드 FC,풀럼 FC,3,1,H,1.72,3.8,4.75
2022/10/09,아스날 FC,리버풀 FC,3,2,H,2.5,3.6,2.62
2022/10/09,에버튼 FC,맨체스터 유나이티드 FC,1,2,A,3.6,3.5,2.05
2022/10/10,노팅엄 포레스트 FC,애스턴 빌라 FC,1,1,D,3.3,3.4,2.2
2022/10/14,브렌트포드 FC,브라이튼 & 호브 알비언 FC,2,0,H,3.1,3.4,2.3
2022/10/15,Leicester,크리스탈 팰리스 FC,0,0,D,2.3,3.4,3.1
2022/10/15,풀럼 FC,AFC 본머스,2,2,D,1.85,3.75,4.0
2022/10/15,울버햄튼 원더러스 FC,노팅엄 포레스트 FC,1,0,H,1.7,3.75,5.0
2022/10/15,토트넘 홋스퍼 FC,에버튼 FC,2,0,H,1.5,4.5,6.5
2022/10/16,애스턴 빌라 FC,첼시 FC,0,2,A,4.33,3.75,1.8
2022/10/16,Leeds,아스날 FC,0,1,A,6.0,4.2,1.55
2022/10/16,맨체스터 유나이티드 FC,뉴캐슬 유나이티드 FC,0,0,D,1.95,3.8,3.5
2022/10/16,사우샘프턴 FC,웨스트햄 유나이티드 FC,1,1,D,2.9,3.4,2.4
2022/10/16,리버풀 FC,맨체스터 시티 FC,1,0,H,3.6,4.0,1.9
2022/10/18,브라이튼 & 호브 알비언 FC,노팅엄 포레스트 FC,0,0,D,1.4,4.75,7.0
2022/10/18,크리스탈 팰리스 FC,울버햄튼 원더러스 FC,2,1,H,2.25,3.1,3.4
2022/10/19,AFC 본머스,사우샘프턴 FC,0,1,A,2.62,3.3,2.62
2022/10/19,브렌트포드 FC,첼시 FC,0,0,D,4.75,3.8,1.72
2022/10/19,리버풀 FC,웨스트햄 유나이티드 FC,1,0,H,1.4,5.0,7.0
2022/10/19,뉴캐슬 유나이티드 FC,에버튼 FC,1,0,H,1.6,3.8,5.75
2022/10/19,맨체스터 유나이티드 FC,토트넘 홋스퍼 FC,2,0,H,2.45,3.5,2.75
2022/10/20,풀럼 FC,애스턴 빌라 FC,3,0,H,2.9,3.3,2.5
2022/10/20,Leicester,Leeds,2,0,H,2.25,3.6,3.0
2022/10/22,노팅엄 포레스트 FC,리버풀 FC,1,0,H,11.0,6.0,1.25
2022/10/22,에버튼 FC,크리스탈 팰리스 FC,3,0,H,2.6,3.2,2.87
2022/10/22,맨체스터 시티 FC,브라이튼 & 호브 알비언 FC,3,1,H,1.2,7.0,13.0
2022/10/22,첼시 FC,맨체스터 유나이티드 FC,1,1,D,2.05,3.5,3.5
2022/10/23,애스턴 빌라 FC,브렌트포드 FC,4,0,H,2.1,3.5,3.5
2022/10/23,Leeds,풀럼 FC,2,3,A,2.05,3.5,3.6
2022/10/23,사우샘프턴 FC,아스날 FC,1,1,D,6.0,4.0,1.57
2022/10/23,울버햄튼 원더러스 FC,Leicester,0,4,A,2.25,3.25,3.25
2022/10/23,토트넘 홋스퍼 FC,뉴캐슬 유나이티드 FC,1,2,A,2.05,3.5,3.5
2022/10/24,웨스트햄 유나이티드 FC,AFC 본머스,2,0,H,1.55,4.0,6.0
2022/10/29,Leicester,맨체스터 시티 FC,0,1,A,10.0,6.5,1.25
2022/10/29,AFC 본머스,토트넘 홋스퍼 FC,2,3,A,5.0,3.8,1.7
2022/10/29,브렌트포드 FC,울버햄튼 원더러스 FC,1,1,D,2.2,3.4,3.3
2022/10/29,브라이튼 & 호브 알비언 FC,첼시 FC,4,1,H,3.0,3.3,2.4
2022/10/29,크리스탈 팰리스 FC,사우샘프턴 FC,1,0,H,1.9,3.6,4.0
2022/10/29,뉴캐슬 유나이티드 FC,애스턴 빌라 FC,4,0,H,1.8,3.75,4.5
2022/10/29,풀럼 FC,에버튼 FC,0,0,D,2.37,3.4,3.0
2022/10/29,리버풀 FC,Leeds,1,2,A,1.3,6.0,9.0
2022/10/30,아스날 FC,노팅엄 포레스트 FC,5,0,H,1.2,7.0,12.0
2022/10/30,맨체스터 유나이티드 FC,웨스트햄 유나이티드 FC,1,0,H,1.66,4.0,4.8
2022/11/05,Leeds,AFC 본머스,4,3,H,1.72,3.8,4.75
2022/11/05,맨체스터 시티 FC,풀럼 FC,2,1,H,1.11,9.5,19.0
2022/11/05,노팅엄 포레스트 FC,브렌트포드 FC,2,2,D,2.75,3.3,2.6
2022/11/05,울버햄튼 원더러스 FC,브라이튼 & 호브 알비언 FC,2,3,A,3.3,3.3,2.25
2022/11/05,에버튼 FC,Leicester,0,2,A,2.4,3.3,3.0
2022/11/06,첼시 FC,아스날 FC,0,1,A,2.55,3.4,2.7
2022/11/06,애스턴 빌라 FC,맨체스터 유나이티드 FC,3,1,H,3.3,3.8,2.1
2022/11/06,사우샘프턴 FC,뉴캐슬 유나이티드 FC,1,4,A,4.0,3.6,1.9
2022/11/06,웨스트햄 유나이티드 FC,크리스탈 팰리스 FC,1,2,A,1.9,3.4,4.2
2022/11/06,토트넘 홋스퍼 FC,리버풀 FC,1,2,A,3.3,3.6,2.1
2022/11/12,맨체스터 시티 FC,브렌트포드 FC,1,2,A,1.14,8.0,17.0
2022/11/12,AFC 본머스,에버튼 FC,3,0,H,2.8,3.25,2.6
2022/11/12,리버풀 FC,사우샘프턴 FC,3,1,H,1.25,6.5,11.0
2022/11/12,노팅엄 포레스트 FC,크리스탈 팰리스 FC,1,0,H,3.1,3.1,2.45
2022/11/12,토트넘 홋스퍼 FC,Leeds,4,3,H,1.65,4.2,4.75
2022/11/12,웨스트햄 유나이티드 FC,Leicester,0,2,A,2.05,3.4,3.75
2022/11/12,뉴캐슬 유나이티드 FC,첼시 FC,1,0,H,2.35,3.4,3.0
2022/11/12,울버햄튼 원더러스 FC,아스날 FC,0,2,A,6.0,4.2,1.55
2022/11/13,브라이튼 & 호브 알비언 FC,애스턴 빌라 FC,1,2,A,1.83,3.75,4.2
2022/11/13,풀럼 FC,맨체스터 유나이티드 FC,1,2,A,3.8,3.8,1.9
2022/12/26,브렌트포드 FC,토트넘 홋스퍼 FC,2,2,D,4.0,3.6,1.91
2022/12/26,크리스탈 팰리스 FC,풀럼 FC,0,3,A,2.05,3.6,3.5
2022/12/26,에버튼 FC,울버햄튼 원더러스 FC,1,2,A,2.3,3.25,3.2
2022/12/26,Leicester,뉴캐슬 유나이티드 FC,0,3,A,3.25,3.5,2.2
2022/12/26,사우샘프턴 FC,브라이튼 & 호브 알비언 FC,1,3,A,3.3,3.5,2.15
2022/12/26,애스턴 빌라 FC,리버풀 FC,1,3,A,4.75,4.0,1.7
2022/12/26,아스날 FC,웨스트햄 유나이티드 FC,3,1,H,1.5,4.33,6.5
2022/12/27,첼시 FC,AFC 본머스,2,0,H,1.3,5.5,10.0
2022/12/27,맨체스터 유나이티드 FC,노팅엄 포레스트 FC,3,0,H,1.29,5.5,11.0
2022/12/28,Leeds,맨체스터 시티 FC,1,3,A,9.5,6.0,1.29
2022/12/30,웨스트햄 유나이티드 FC,브렌트포드 FC,0,2,A,2.0,3.6,3.6
2022/12/30,리버풀 FC,Leicester,2,1,H,1.29,6.0,9.5
2022/12/31,울버햄튼 원더러스 FC,맨체스터 유나이티드 FC,0,1,A,4.0,3.6,1.91
2022/12/31,AFC 본머스,크리스탈 팰리스 FC,0,2,A,2.8,3.3,2.5
2022/12/31,풀럼 FC,사우샘프턴 FC,2,1,H,1.95,3.6,3.75
2022/12/31,맨체스터 시티 FC,에버튼 FC,1,1,D,1.13,9.0,19.0
2022/12/31,뉴캐슬 유나이티드 FC,Leeds,0,0,D,1.45,4.5,7.0
2022/12/31,브라이튼 & 호브 알비언 FC,아스날 FC,2,4,A,3.4,3.5,2.1
2023/01/01,토트넘 홋스퍼 FC,애스턴 빌라 FC,0,2,A,1.67,4.0,5.0
2023/01/01,노팅엄 포레스트 FC,첼시 FC,1,1,D,5.0,3.8,1.7
2023/01/02,브렌트포드 FC,리버풀 FC,3,1,H,5.5,4.33,1.55
2023/01/03,아스날 FC,뉴캐슬 유나이티드 FC,0,0,D,1.8,3.8,4.33
2023/01/03,에버튼 FC,브라이튼 & 호브 알비언 FC,1,4,A,3.5,3.5,2.1
2023/01/03,Leicester,풀럼 FC,0,1,A,2.2,3.6,3.1
2023/01/03,맨체스터 유나이티드 FC,AFC 본머스,3,0,H,1.29,5.5,11.0
2023/01/04,사우샘프턴 FC,노팅엄 포레스트 FC,0,1,A,2.0,3.5,3.8
2023/01/04,Leeds,웨스트햄 유나이티드 FC,2,2,D,2.6,3.5,2.6
2023/01/04,애스턴 빌라 FC,울버햄튼 원더러스 FC,1,1,D,1.95,3.6,4.0
2023/01/04,크리스탈 팰리스 FC,토트넘 홋스퍼 FC,0,4,A,3.4,3.5,2.15
2023/01/05,첼시 FC,맨체스터 시티 FC,0,1,A,5.0,4.0,1.67
2023/01/12,풀럼 FC,첼시 FC,2,1,H,3.3,3.5,2.15
2023/01/13,애스턴 빌라 FC,Leeds,2,1,H,1.91,3.6,4.0
2023/01/14,맨체스터 유나이티드 FC,맨체스터 시티 FC,2,1,H,4.2,3.6,1.85
2023/01/14,브라이튼 & 호브 알비언 FC,리버풀 FC,3,0,H,3.4,3.6,2.1
2023/01/14,에버튼 FC,사우샘프턴 FC,1,2,A,2.25,3.25,3.3
2023/01/14,노팅엄 포레스트 FC,Leicester,2,0,H,2.7,3.3,2.63
2023/01/14,울버햄튼 원더러스 FC,웨스트햄 유나이티드 FC,1,0,H,2.63,3.3,2.7
2023/01/14,브렌트포드 FC,AFC 본머스,2,0,H,1.65,4.0,5.25
2023/01/15,첼시 FC,크리스탈 팰리스 FC,1,0,H,1.62,4.0,5.25
2023/01/15,뉴캐슬 유나이티드 FC,풀럼 FC,1,0,H,1.5,4.33,6.5
2023/01/15,토트넘 홋스퍼 FC,아스날 FC,0,2,A,3.1,3.6,2.2
2023/01/18,크리스탈 팰리스 FC,맨체스터 유나이티드 FC,1,1,D,4.5,3.6,1.8
2023/01/19,맨체스터 시티 FC,토트넘 홋스퍼 FC,4,2,H,1.36,5.0,8.5
2023/01/21,리버풀 FC,첼시 FC,0,0,D,1.85,3.75,4.0
2023/01/21,AFC 본머스,노팅엄 포레스트 FC,1,1,D,2.75,3.1,2.75
2023/01/21,Leicester,브라이튼 & 호브 알비언 FC,2,2,D,3.6,3.5,2.05
2023/01/21,사우샘프턴 FC,애스턴 빌라 FC,0,1,A,2.88,3.25,2.55
2023/01/21,웨스트햄 유나이티드 FC,에버튼 FC,2,0,H,1.8,3.75,4.75
2023/01/21,크리스탈 팰리스 FC,뉴캐슬 유나이티드 FC,0,0,D,4.4,3.5,1.85
2023/01/22,Leeds,브렌트포드 FC,0,0,D,2.38,3.6,2.88
2023/01/22,맨체스터 시티 FC,울버햄튼 원더러스 FC,3,0,H,1.2,8.0,11.0
2023/01/22,아스날 FC,맨체스터 유나이티드 FC,3,2,H,1.8,3.8,4.2
2023/01/23,풀럼 FC,토트넘 홋스퍼 FC,0,1,A,3.3,3.6,2.1
2023/02/03,첼시 FC,풀럼 FC,0,0,D,1.62,4.0,5.25
2023/02/04,에버튼 FC,아스날 FC,1,0,H,8.5,4.5,1.4
2023/02/04,애스턴 빌라 FC,Leicester,2,4,A,1.95,3.6,3.8
2023/02/04,브렌트포드 FC,사우샘프턴 FC,3,0,H,1.85,3.6,4.2
2023/02/04,브라이튼 & 호브 알비언 FC,AFC 본머스,1,0,H,1.33,5.25,8.5
2023/02/04,맨체스터 유나이티드 FC,크리스탈 팰리스 FC,2,1,H,1.4,4.75,8.0
2023/02/04,울버햄튼 원더러스 FC,리버풀 FC,3,0,H,4.0,3.8,1.85
2023/02/04,뉴캐슬 유나이티드 FC,웨스트햄 유나이티드 FC,1,1,D,1.6,3.8,6.0
2023/02/05,노팅엄 포레스트 FC,Leeds,1,0,H,2.63,3.3,2.7
2023/02/05,토트넘 홋스퍼 FC,맨체스터 시티 FC,1,0,H,4.33,4.2,1.73
2023/02/08,맨체스터 유나이티드 FC,Leeds,2,2,D,1.45,5.0,6.0
2023/02/11,웨스트햄 유나이티드 FC,첼시 FC,1,1,D,3.3,3.3,2.25
2023/02/11,아스날 FC,브렌트포드 FC,1,1,D,1.44,4.75,7.0
2023/02/11,크리스탈 팰리스 FC,브라이튼 & 호브 알비언 FC,1,1,D,3.8,3.5,2.0
2023/02/11,풀럼 FC,노팅엄 포레스트 FC,2,0,H,1.91,3.5,4.33
2023/02/11,Leicester,토트넘 홋스퍼 FC,4,1,H,3.4,3.6,2.1
2023/02/11,사우샘프턴 FC,울버햄튼 원더러스 FC,1,2,A,2.9,3.2,2.55
2023/02/11,AFC 본머스,뉴캐슬 유나이티드 FC,1,1,D,6.5,4.0,1.53
2023/02/12,Leeds,맨체스터 유나이티드 FC,0,2,A,3.75,3.8,1.91
2023/02/12,맨체스터 시티 FC,애스턴 빌라 FC,3,1,H,1.25,6.5,11.0
2023/02/13,리버풀 FC,에버튼 FC,2,0,H,1.5,4.33,6.5
2023/02/15,아스날 FC,맨체스터 시티 FC,1,3,A,2.9,3.5,2.35
2023/02/18,애스턴 빌라 FC,아스날 FC,2,4,A,4.5,3.6,1.5
2023/02/18,브렌트포드 FC,크리스탈 팰리스 FC,1,1,D,1.83,3.5,4.5
2023/02/18,브라이튼 & 호브 알비언 FC,풀럼 FC,0,1,A,1.65,3.8,5.5
2023/02/18,첼시 FC,사우샘프턴 FC,0,1,A,1.4,4.75,8.5
2023/02/18,에버튼 FC,Leeds,1,0,H,2.4,3.3,3.0
2023/02/18,노팅엄 포레스트 FC,맨체스터 시티 FC,1,1,D,8.5,5.5,1.3
2023/02/18,울버햄튼 원더러스 FC,AFC 본머스,0,1,A,1.67,3.6,6.0
2023/02/18,뉴캐슬 유나이티드 FC,리버풀 FC,0,2,A,2.5,3.5,2.7
2023/02/19,맨체스터 유나이티드 FC,Leicester,3,0,H,1.62,4.33,5.25
2023/02/19,토트넘 홋스퍼 FC,웨스트햄 유나이티드 FC,2,0,H,1.75,3.6,4.75
2023/02/24,풀럼 FC,울버햄튼 원더러스 FC,1,1,D,2.5,3.2,3.0
2023/02/25,에버튼 FC,애스턴 빌라 FC,0,2,A,2.5,3.2,3.0
2023/02/25,Leeds,사우샘프턴 FC,1,0,H,1.95,3.5,4.0
2023/02/25,Leicester,아스날 FC,0,1,A,4.75,4.0,1.7
2023/02/25,웨스트햄 유나이티드 FC,노팅엄 포레스트 FC,4,0,H,1.75,3.6,5.0
2023/02/25,AFC 본머스,맨체스터 시티 FC,1,4,A,10.0,5.75,1.29
2023/02/25,크리스탈 팰리스 FC,리버풀 FC,0,0,D,4.75,3.8,1.73
2023/02/26,토트넘 홋스퍼 FC,첼시 FC,2,0,H,2.55,3.25,2.9
2023/03/01,아스날 FC,에버튼 FC,4,0,H,1.36,4.75,10.0
2023/03/01,리버풀 FC,울버햄튼 원더러스 FC,2,0,H,1.5,4.75,6.0
2023/03/04,맨체스터 시티 FC,뉴캐슬 유나이티드 FC,2,0,H,1.45,4.5,7.0
2023/03/04,아스날 FC,AFC 본머스,3,2,H,1.22,7.0,12.0
2023/03/04,애스턴 빌라 FC,크리스탈 팰리스 FC,1,0,H,2.05,3.3,3.8
2023/03/04,브라이튼 & 호브 알비언 FC,웨스트햄 유나이티드 FC,4,0,H,1.8,3.6,4.5
2023/03/04,첼시 FC,Leeds,1,0,H,1.62,4.0,5.5
2023/03/04,울버햄튼 원더러스 FC,토트넘 홋스퍼 FC,1,0,H,3.3,3.4,2.2
2023/03/04,사우샘프턴 FC,Leicester,1,0,H,2.75,3.3,2.6
2023/03/05,노팅엄 포레스트 FC,에버튼 FC,2,2,D,2.7,3.0,2.88
2023/03/05,리버풀 FC,맨체스터 유나이티드 FC,7,0,H,2.38,3.6,2.88
2023/03/06,브렌트포드 FC,풀럼 FC,3,2,H,1.95,3.6,3.75
2023/03/11,AFC 본머스,리버풀 FC,1,0,H,7.5,5.0,1.4
2023/03/11,에버튼 FC,브렌트포드 FC,1,0,H,2.7,3.25,2.7
2023/03/11,Leeds,브라이튼 & 호브 알비언 FC,2,2,D,3.75,3.6,1.95
2023/03/11,Leicester,첼시 FC,1,3,A,3.75,3.5,1.95
2023/03/11,토트넘 홋스퍼 FC,노팅엄 포레스트 FC,3,1,H,1.44,4.75,7.0
2023/03/11,크리스탈 팰리스 FC,맨체스터 시티 FC,0,1,A,9.0,4.75,1.36
2023/03/12,풀럼 FC,아스날 FC,0,3,A,6.0,4.0,1.57
2023/03/12,맨체스터 유나이티드 FC,사우샘프턴 FC,0,0,D,1.36,5.0,9.0
2023/03/12,웨스트햄 유나이티드 FC,애스턴 빌라 FC,1,1,D,2.2,3.3,3.4
2023/03/12,뉴캐슬 유나이티드 FC,울버햄튼 원더러스 FC,2,1,H,1.65,3.75,5.5
2023/03/15,브라이튼 & 호브 알비언 FC,크리스탈 팰리스 FC,1,0,H,1.44,4.2,8.0
2023/03/15,사우샘프턴 FC,브렌트포드 FC,0,2,A,2.88,3.25,2.5
2023/03/17,노팅엄 포레스트 FC,뉴캐슬 유나이티드 FC,1,2,A,5.5,3.8,1.62
2023/03/18,애스턴 빌라 FC,AFC 본머스,3,0,H,1.7,3.8,5.0
2023/03/18,브렌트포드 FC,Leicester,1,1,D,1.91,3.6,3.75
2023/03/18,사우샘프턴 FC,토트넘 홋스퍼 FC,3,3,D,4.75,3.6,1.75
2023/03/18,울버햄튼 원더러스 FC,Leeds,2,4,A,2.25,3.2,3.3
2023/03/18,첼시 FC,에버튼 FC,2,2,D,1.5,4.2,7.5
2023/03/19,아스날 FC,크리스탈 팰리스 FC,4,1,H,1.25,5.5,15.0
2023/04/01,맨체스터 시티 FC,리버풀 FC,4,1,H,1.62,4.2,5.0
2023/04/01,아스날 FC,Leeds,4,1,H,1.29,6.0,9.0
2023/04/01,AFC 본머스,풀럼 FC,2,1,H,2.55,3.3,2.8
2023/04/01,브라이튼 & 호브 알비언 FC,브렌트포드 FC,3,3,D,1.67,4.0,5.0
2023/04/01,크리스탈 팰리스 FC,Leicester,2,1,H,2.5,3.25,2.9
2023/04/01,노팅엄 포레스트 FC,울버햄튼 원더러스 FC,1,1,D,3.0,3.1,2.55
2023/04/01,첼시 FC,애스턴 빌라 FC,0,2,A,1.67,3.8,5.25
2023/04/02,웨스트햄 유나이티드 FC,사우샘프턴 FC,1,0,H,1.73,3.6,5.0
2023/04/02,뉴캐슬 유나이티드 FC,맨체스터 유나이티드 FC,2,0,H,2.4,3.4,2.9
2023/04/03,에버튼 FC,토트넘 홋스퍼 FC,1,1,D,3.4,3.3,2.2
2023/04/04,AFC 본머스,브라이튼 & 호브 알비언 FC,0,2,A,6.0,4.2,1.53
2023/04/04,Leeds,노팅엄 포레스트 FC,2,1,H,1.7,3.75,5.0
2023/04/04,Leicester,애스턴 빌라 FC,1,2,A,2.55,3.3,2.75
2023/04/04,첼시 FC,리버풀 FC,0,0,D,2.2,3.4,3.25
2023/04/05,맨체스터 유나이티드 FC,브렌트포드 FC,1,0,H,1.65,4.0,5.0
2023/04/05,웨스트햄 유나이티드 FC,뉴캐슬 유나이티드 FC,1,5,A,3.6,3.25,2.15
2023/04/08,맨체스터 유나이티드 FC,에버튼 FC,2,0,H,1.5,4.33,6.5
2023/04/08,애스턴 빌라 FC,노팅엄 포레스트 FC,2,0,H,1.6,4.2,5.25
2023/04/08,브렌트포드 FC,뉴캐슬 유나이티드 FC,1,2,A,3.6,3.4,2.05
2023/04/08,풀럼 FC,웨스트햄 유나이티드 FC,0,1,A,2.8,3.25,2.63
2023/04/08,Leicester,AFC 본머스,0,1,A,1.83,3.75,4.2
2023/04/08,토트넘 홋스퍼 FC,브라이튼 & 호브 알비언 FC,2,1,H,2.55,3.5,2.7
