날짜,홈 팀,원정 팀,홈 팀 득점,원정 팀 득점,경기 결과,홈 승 배당률,무승부 배당률,원정 승 배당률
2023/10/21,뉴캐슬 유나이티드 FC,크리스탈 팰리스 FC,4,0,H,1.45,4.5,7.0
2023/10/21,노팅엄 포레스트 FC,루턴 타운 FC,2,2,D,1.67,3.75,5.5
2023/10/21,첼시 FC,아스날 FC,2,2,D,3.2,3.4,2.25
2023/10/21,셰필드 유나이티드 FC,맨체스터 유나이티드 FC,1,2,A,6.5,5.25,1.4
2023/10/22,애스턴 빌라 FC,웨스트햄 유나이티드 FC,4,1,H,1.85,3.6,4.0
2023/10/23,토트넘 홋스퍼 FC,풀럼 FC,2,0,H,1.5,4.5,6.0
2023/10/27,크리스탈 팰리스 FC,토트넘 홋스퍼 FC,1,2,A,4.5,3.75,1.75
2023/10/28,첼시 FC,브렌트포드 FC,0,2,A,1.65,4.0,5.25
2023/10/28,아스날 FC,셰필드 유나이티드 FC,5,0,H,1.13,8.5,19.0
2023/10/28,AFC 본머스,번리 FC,2,1,H,2.15,3.5,3.3
2023/10/28,울버햄튼 원더러스 FC,뉴캐슬 유나이티드 FC,2,2,D,4.2,4.0,1.75
2023/10/29,웨스트햄 유나이티드 FC,에버튼 FC,0,1,A,2.15,3.5,3.3
2023/10/29,애스턴 빌라 FC,루턴 타운 FC,3,1,H,1.25,6.5,9.5
2023/10/29,브라이튼 & 호브 알비언 FC,풀럼 FC,1,1,D,1.55,4.2,5.5
2023/10/29,리버풀 FC,노팅엄 포레스트 FC,3,0,H,1.29,5.75,11.0
2023/10/29,맨체스터 유나이티드 FC,맨체스터 시티 FC,0,3,A,5.0,3.8,1.67
2023/11/04,풀럼 FC,맨체스터 유나이티드 FC,0,1,A,3.2,3.6,2.2
2023/11/04,브렌트포드 FC,웨스트햄 유나이티드 FC,3,2,H,2.05,3.6,3.5
2023/11/04,번리 FC,크리스탈 팰리스 FC,0,2,A,2.75,3.25,2.6
2023/11/04,에버튼 FC,브라이튼 & 호브 알비언 FC,1,1,D,3.1,3.6,2.2
2023/11/04,맨체스터 시티 FC,AFC 본머스,6,1,H,1.1,11.0,19.0
2023/11/04,셰필드 유나이티드 FC,울버햄튼 원더러스 FC,2,1,H,3.8,3.5,2.0
2023/11/04,뉴캐슬 유나이티드 FC,아스날 FC,1,0,H,2.8,3.2,2.6
2023/11/05,노팅엄 포레스트 FC,애스턴 빌라 FC,2,0,H,4.2,3.75,1.85
2023/11/05,루턴 타운 FC,리버풀 FC,1,1,D,12.0,6.5,1.22
2023/11/06,토트넘 홋스퍼 FC,첼시 FC,1,4,A,2.0,3.75,3.5
2023/11/11,울버햄튼 원더러스 FC,토트넘 홋스퍼 FC,2,1,H,3.1,3.75,2.2
2023/11/11,아스날 FC,번리 FC,3,1,H,1.18,7.0,17.0
2023/11/11,크리스탈 팰리스 FC,에버튼 FC,2,3,A,2.45,3.2,3.0
2023/11/11,맨체스터 유나이티드 FC,루턴 타운 FC,1,0,H,1.33,5.25,9.5
2023/11/11,AFC 본머스,뉴캐슬 유나이티드 FC,2,0,H,4.75,4.0,1.73
2023/11/12,애스턴 빌라 FC,풀럼 FC,3,1,H,1.57,4.2,5.5
2023/11/12,브라이튼 & 호브 알비언 FC,셰필드 유나이티드 FC,1,1,D,1.25,5.75,13.0
2023/11/12,리버풀 FC,브렌트포드 FC,3,0,H,1.4,5.0,6.5
2023/11/12,웨스트햄 유나이티드 FC,노팅엄 포레스트 FC,3,2,H,1.85,3.6,4.0
2023/11/12,첼시 FC,맨체스터 시티 FC,4,4,D,5.0,3.7,1.73
2023/11/25,맨체스터 시티 FC,리버풀 FC,1,1,D,1.73,4.2,4.2
2023/11/25,번리 FC,웨스트햄 유나이티드 FC,1,2,A,3.4,3.5,2.05
2023/11/25,루턴 타운 FC,크리스탈 팰리스 FC,2,1,H,3.6,3.3,2.1
2023/11/25,뉴캐슬 유나이티드 FC,첼시 FC,4,1,H,2.55,3.5,2.63
2023/11/25,노팅엄 포레스트 FC,브라이튼 & 호브 알비언 FC,2,3,A,3.2,3.6,2.15
2023/11/25,셰필드 유나이티드 FC,AFC 본머스,1,3,A,3.2,3.5,2.2
2023/11/25,브렌트포드 FC,아스날 FC,0,1,A,4.5,3.75,1.75
2023/11/26,토트넘 홋스퍼 FC,애스턴 빌라 FC,1,2,A,2.3,3.8,2.8
2023/11/26,에버튼 FC,맨체스터 유나이티드 FC,0,3,A,2.7,3.4,2.55
2023/11/27,풀럼 FC,울버햄튼 원더러스 FC,3,2,H,2.38,3.3,3.0
2023/12/02,아스날 FC,울버햄튼 원더러스 FC,2,1,H,1.25,5.5,12.0
2023/12/02,브렌트포드 FC,루턴 타운 FC,3,1,H,1.45,4.5,6.5
2023/12/02,번리 FC,셰필드 유나이티드 FC,5,0,H,1.8,3.6,4.5
2023/12/02,노팅엄 포레스트 FC,에버튼 FC,0,1,A,2.75,3.25,2.6
2023/12/02,뉴캐슬 유나이티드 FC,맨체스터 유나이티드 FC,1,0,H,1.91,3.75,3.8
2023/12/03,AFC 본머스,애스턴 빌라 FC,2,2,D,3.4,4.0,1.95
2023/12/03,첼시 FC,브라이튼 & 호브 알비언 FC,3,2,H,1.73,4.2,4.2
2023/12/03,리버풀 FC,풀럼 FC,4,3,H,1.25,6.5,9.0
2023/12/03,웨스트햄 유나이티드 FC,크리스탈 팰리스 FC,1,1,D,2.0,3.5,3.8
2023/12/03,맨체스터 시티 FC,토트넘 홋스퍼 FC,3,3,D,1.29,6.0,9.0
2023/12/05,울버햄튼 원더러스 FC,번리 FC,1,0,H,1.85,3.6,4.2
2023/12/05,루턴 타운 FC,아스날 FC,3,4,A,17.0,7.0,1.18
2023/12/06,브라이튼 & 호브 알비언 FC,브렌트포드 FC,2,1,H,1.91,3.8,3.75
2023/12/06,크리스탈 팰리스 FC,AFC 본머스,0,2,A,2.25,3.5,3.1
2023/12/06,풀럼 FC,노팅엄 포레스트 FC,5,0,H,2.0,3.4,3.75
2023/12/06,셰필드 유나이티드 FC,리버풀 FC,0,2,A,12.0,7.5,1.2
2023/12/06,애스턴 빌라 FC,맨체스터 시티 FC,1,0,H,4.75,4.2,1.7
2023/12/06,맨체스터 유나이티드 FC,첼시 FC,2,1,H,2.88,3.4,2.45
2023/12/07,에버튼 FC,뉴캐슬 유나이티드 FC,3,0,H,3.25,3.25,2.25
2023/12/07,토트넘 홋스퍼 FC,웨스트햄 유나이티드 FC,1,2,A,1.75,4.2,4.2
2023/12/09,크리스탈 팰리스 FC,리버풀 FC,1,2,A,6.0,4.5,1.5
2023/12/09,브라이튼 & 호브 알비언 FC,번리 FC,1,1,D,1.5,4.75,6.0
2023/12/09,맨체스터 유나이티드 FC,AFC 본머스,0,3,A,1.55,4.33,5.75
2023/12/09,셰필드 유나이티드 FC,브렌트포드 FC,1,0,H,4.2,3.8,1.75
2023/12/09,울버햄튼 원더러스 FC,노팅엄 포레스트 FC,1,1,D,1.85,3.6,4.33
2023/12/09,애스턴 빌라 FC,아스날 FC,1,0,H,3.3,3.6,2.1
2023/12/10,에버튼 FC,첼시 FC,2,0,H,3.1,3.5,2.25
2023/12/10,풀럼 FC,웨스트햄 유나이티드 FC,5,0,H,2.38,3.5,2.9
2023/12/10,루턴 타운 FC,맨체스터 시티 FC,1,2,A,17.0,8.0,1.14
2023/12/10,토트넘 홋스퍼 FC,뉴캐슬 유나이티드 FC,4,1,H,2.15,3.8,3.1
2023/12/15,노팅엄 포레스트 FC,토트넘 홋스퍼 FC,0,2,A,4.2,4.2,1.73
2023/12/16,첼시 FC,셰필드 유나이티드 FC,2,0,H,1.22,6.5,13.0
2023/12/16,맨체스터 시티 FC,크리스탈 팰리스 FC,2,2,D,1.18,8.0,13.0
2023/12/16,뉴캐슬 유나이티드 FC,풀럼 FC,3,0,H,1.8,3.8,4.0
2023/12/16,번리 FC,에버튼 FC,0,2,A,3.6,3.4,2.1
2023/12/17,아스날 FC,브라이튼 & 호브 알비언 FC,2,0,H,1.44,5.0,6.0
2023/12/17,브렌트포드 FC,애스턴 빌라 FC,1,2,A,3.2,3.75,2.1
2023/12/17,웨스트햄 유나이티드 FC,울버햄튼 원더러스 FC,3,0,H,2.15,3.5,3.3
2023/12/17,리버풀 FC,맨체스터 유나이티드 FC,0,0,D,1.3,6.0,8.0
2023/12/21,크리스탈 팰리스 FC,브라이튼 & 호브 알비언 FC,1,1,D,3.3,3.3,2.15
2023/12/22,애스턴 빌라 FC,셰필드 유나이티드 FC,1,1,D,1.22,6.5,12.0
2023/12/23,웨스트햄 유나이티드 FC,맨체스터 유나이티드 FC,2,0,H,2.6,3.6,2.6
2023/12/23,풀럼 FC,번리 FC,0,2,A,1.67,3.75,5.25
2023/12/23,루턴 타운 FC,뉴캐슬 유나이티드 FC,1,0,H,4.75,4.2,1.65
2023/12/23,노팅엄 포레스트 FC,AFC 본머스,2,3,A,2.75,3.4,2.55
2023/12/23,토트넘 홋스퍼 FC,에버튼 FC,2,1,H,1.75,4.2,4.0
2023/12/23,리버풀 FC,아스날 FC,1,1,D,2.38,3.6,2.8
2023/12/24,울버햄튼 원더러스 FC,첼시 FC,2,1,H,3.75,3.75,1.91
2023/12/26,뉴캐슬 유나이티드 FC,노팅엄 포레스트 FC,1,3,A,1.5,4.33,5.75
2023/12/26,AFC 본머스,풀럼 FC,3,0,H,2.15,3.6,3.2
2023/12/26,셰필드 유나이티드 FC,루턴 타운 FC,2,3,A,2.3,3.3,3.1
2023/12/26,번리 FC,리버풀 FC,0,2,A,6.5,5.25,1.4
2023/12/26,맨체스터 유나이티드 FC,애스턴 빌라 FC,3,2,H,2.6,3.5,2.6
2023/12/27,브렌트포드 FC,울버햄튼 원더러스 FC,1,4,A,1.95,3.5,4.2
2023/12/27,첼시 FC,크리스탈 팰리스 FC,2,1,H,1.67,4.0,5.0
2023/12/27,에버튼 FC,맨체스터 시티 FC,1,3,A,5.75,4.0,1.57
2023/12/28,브라이튼 & 호브 알비언 FC,토트넘 홋스퍼 FC,4,2,H,2.5,3.6,2.6
2023/12/28,아스날 FC,웨스트햄 유나이티드 FC,0,2,A,1.33,5.5,7.5
2023/12/30,루턴 타운 FC,첼시 FC,2,3,A,6.5,4.2,1.5
2023/12/30,애스턴 빌라 FC,번리 FC,3,2,H,1.36,5.25,7.5
2023/12/30,크리스탈 팰리스 FC,브렌트포드 FC,3,1,H,2.2,3.3,3.4
2023/12/30,맨체스터 시티 FC,셰필드 유나이티드 FC,2,0,H,1.08,11.0,29.0
2023/12/30,울버햄튼 원더러스 FC,에버튼 FC,3,0,H,2.63,3.3,2.7
2023/12/30,노팅엄 포레스트 FC,맨체스터 유나이티드 FC,2,1,H,3.2,3.6,2.15
2023/12/31,풀럼 FC,아스날 FC,2,1,H,5.25,4.5,1.55
2023/12/31,토트넘 홋스퍼 FC,AFC 본머스,3,1,H,1.75,4.2,4.0
2024/01/01,리버풀 FC,뉴캐슬 유나이티드 FC,4,2,H,1.45,4.5,7.0
2024/01/02,웨스트햄 유나이티드 FC,브라이튼 & 호브 알비언 FC,0,0,D,2.45,3.75,2.75
2024/01/12,번리 FC,루턴 타운 FC,1,1,D,2.0,3.6,3.6
2024/01/13,첼시 FC,풀럼 FC,1,0,H,1.6,4.2,5.25
2024/01/13,뉴캐슬 유나이티드 FC,맨체스터 시티 FC,2,3,A,5.5,4.33,1.55
2024/01/14,에버튼 FC,애스턴 빌라 FC,0,0,D,2.8,3.5,2.45
2024/01/14,맨체스터 유나이티드 FC,토트넘 홋스퍼 FC,2,2,D,2.2,3.75,3.0
2024/01/20,아스날 FC,크리스탈 팰리스 FC,5,0,H,1.3,5.75,9.0
2024/01/20,브렌트포드 FC,노팅엄 포레스트 FC,3,2,H,1.91,3.6,4.0
2024/01/21,셰필드 유나이티드 FC,웨스트햄 유나이티드 FC,2,2,D,3.4,3.3,2.2
2024/01/21,AFC 본머스,리버풀 FC,0,4,A,4.2,4.5,1.7
2024/01/22,브라이튼 & 호브 알비언 FC,울버햄튼 원더러스 FC,0,0,D,1.65,4.33,5.0
2024/01/30,노팅엄 포레스트 FC,아스날 FC,1,2,A,7.5,5.0,1.4
2024/01/30,풀럼 FC,에버튼 FC,0,0,D,2.45,3.2,3.0
2024/01/30,루턴 타운 FC,브라이튼 & 호브 알비언 FC,4,0,H,4.2,4.2,1.75
2024/01/30,크리스탈 팰리스 FC,셰필드 유나이티드 FC,3,2,H,1.62,3.6,6.5
2024/01/30,애스턴 빌라 FC,뉴캐슬 유나이티드 FC,1,3,A,1.85,4.0,3.8
2024/01/31,맨체스터 시티 FC,번리 FC,3,1,H,1.08,12.0,21.0
2024/01/31,토트넘 홋스퍼 FC,브렌트포드 FC,3,2,H,1.67,4.2,4.75
2024/01/31,리버풀 FC,첼시 FC,4,1,H,1.57,4.33,5.25
2024/02/01,웨스트햄 유나이티드 FC,AFC 본머스,1,1,D,2.4,3.75,2.75
2024/02/01,울버햄튼 원더러스 FC,맨체스터 유나이티드 FC,3,4,A,2.63,3.6,2.55
2024/02/03,에버튼 FC,토트넘 홋스퍼 FC,2,2,D,3.0,3.6,2.25
2024/02/03,브라이튼 & 호브 알비언 FC,크리스탈 팰리스 FC,4,1,H,1.7,4.0,4.75
2024/02/03,번리 FC,풀럼 FC,2,2,D,2.9,3.4,2.38
2024/02/03,뉴캐슬 유나이티드 FC,루턴 타운 FC,4,4,D,1.44,4.75,6.5
2024/02/03,셰필드 유나이티드 FC,애스턴 빌라 FC,0,5,A,5.25,4.2,1.62
2024/02/04,AFC 본머스,노팅엄 포레스트 FC,1,1,D,1.7,4.2,4.5
2024/02/04,첼시 FC,울버햄튼 원더러스 FC,2,4,A,1.62,4.0,5.5
2024/02/04,맨체스터 유나이티드 FC,웨스트햄 유나이티드 FC,3,0,H,1.62,4.2,5.0
2024/02/04,아스날 FC,리버풀 FC,3,1,H,2.2,3.6,3.1
2024/02/05,브렌트포드 FC,맨체스터 시티 FC,1,3,A,7.0,4.75,1.4
2024/02/10,맨체스터 시티 FC,에버튼 FC,2,0,H,1.18,8.0,13.0
2024/02/10,풀럼 FC,AFC 본머스,3,1,H,2.38,3.5,2.8
2024/02/10,리버풀 FC,번리 FC,3,1,H,1.17,8.0,17.0
2024/02/10,루턴 타운 FC,셰필드 유나이티드 FC,1,3,A,1.75,3.75,4.75
2024/02/10,토트넘 홋스퍼 FC,브라이튼 & 호브 알비언 FC,2,1,H,1.8,4.2,3.8
2024/02/10,울버햄튼 원더러스 FC,브렌트포드 FC,0,2,A,2.1,3.6,3.4
2024/02/10,노팅엄 포레스트 FC,뉴캐슬 유나이티드 FC,2,3,A,3.3,3.75,2.05
2024/02/11,웨스트햄 유나이티드 FC,아스날 FC,0,6,A,6.0,4.33,1.53
2024/02/11,애스턴 빌라 FC,맨체스터 유나이티드 FC,1,2,A,2.15,3.75,3.1
2024/02/12,크리스탈 팰리스 FC,첼시 FC,1,3,A,4.2,3.8,1.85
2024/02/17,브렌트포드 FC,리버풀 FC,1,4,A,5.5,4.33,1.57
2024/02/17,번리 FC,아스날 FC,0,5,A,10.0,5.75,1.29
2024/02/17,풀럼 FC,애스턴 빌라 FC,1,2,A,2.9,3.75,2.2
2024/02/17,뉴캐슬 유나이티드 FC,AFC 본머스,2,2,D,1.83,4.2,3.75
2024/02/17,노팅엄 포레스트 FC,웨스트햄 유나이티드 FC,2,0,H,2.38,3.5,2.9
2024/02/17,토트넘 홋스퍼 FC,울버햄튼 원더러스 FC,1,2,A,1.53,4.75,5.25
2024/02/17,맨체스터 시티 FC,첼시 FC,1,1,D,1.33,5.5,8.0
2024/02/18,셰필드 유나이티드 FC,브라이튼 & 호브 알비언 FC,0,5,A,5.0,4.2,1.62
2024/02/18,루턴 타운 FC,맨체스터 유나이티드 FC,1,2,A,4.0,4.0,1.8
2024/02/19,에버튼 FC,크리스탈 팰리스 FC,1,1,D,1.7,3.6,5.25
2024/02/20,맨체스터 시티 FC,브렌트포드 FC,1,0,H,1.18,8.0,13.0
2024/02/21,리버풀 FC,루턴 타운 FC,4,1,H,1.2,7.0,13.0
2024/02/24,애스턴 빌라 FC,노팅엄 포레스트 FC,4,2,H,1.53,4.5,5.75
2024/02/24,브라이튼 & 호브 알비언 FC,에버튼 FC,1,1,D,1.83,3.8,4.2
2024/02/24,크리스탈 팰리스 FC,번리 FC,3,0,H,1.95,3.5,4.0
2024/02/24,맨체스터 유나이티드 FC,풀럼 FC,1,2,A,1.57,4.33,5.5
2024/02/24,AFC 본머스,맨체스터 시티 FC,0,1,A,7.0,5.25,1.4
2024/02/24,아스날 FC,뉴캐슬 유나이티드 FC,4,1,H,1.36,5.25,8.0
2024/02/25,울버햄튼 원더러스 FC,셰필드 유나이티드 FC,1,0,H,1.44,4.75,7.0
2024/02/26,웨스트햄 유나이티드 FC,브렌트포드 FC,4,2,H,2.5,3.5,2.75
2024/03/02,브렌트포드 FC,첼시 FC,2,2,D,3.1,3.75,2.15
2024/03/02,에버튼 FC,웨스트햄 유나이티드 FC,1,3,A,2.05,3.6,3.5
2024/03/02,풀럼 FC,브라이튼 & 호브 알비언 FC,3,0,H,2.55,3.6,2.63
2024/03/02,뉴캐슬 유나이티드 FC,울버햄튼 원더러스 FC,3,0,H,1.91,4.0,3.6
2024/03/02,노팅엄 포레스트 FC,리버풀 FC,0,1,A,6.0,4.33,1.53
2024/03/02,토트넘 홋스퍼 FC,크리스탈 팰리스 FC,3,1,H,1.5,4.33,6.5
2024/03/02,루턴 타운 FC,애스턴 빌라 FC,2,3,A,4.33,4.2,1.73
2024/03/03,번리 FC,AFC 본머스,0,2,A,3.75,3.6,1.95
2024/03/03,맨체스터 시티 FC,맨체스터 유나이티드 FC,3,1,H,1.25,5.75,11.0
2024/03/04,셰필드 유나이티드 FC,아스날 FC,0,6,A,17.0,7.0,1.18
2024/03/09,맨체스터 유나이티드 FC,에버튼 FC,2,0,H,1.83,3.6,4.0
2024/03/09,AFC 본머스,셰필드 유나이티드 FC,2,2,D,1.33,5.25,8.0
2024/03/09,크리스탈 팰리스 FC,루턴 타운 FC,1,1,D,1.75,3.8,4.2
2024/03/09,울버햄튼 원더러스 FC,풀럼 FC,2,1,H,2.5,3.4,2.75
2024/03/09,아스날 FC,브렌트포드 FC,2,1,H,1.22,7.0,11.0
2024/03/10,애스턴 빌라 FC,토트넘 홋스퍼 FC,0,4,A,2.38,4.0,2.6
2024/03/10,브라이튼 & 호브 알비언 FC,노팅엄 포레스트 FC,1,0,H,1.8,4.0,4.0
2024/03/10,웨스트햄 유나이티드 FC,번리 FC,2,2,D,1.67,4.0,4.75
2024/03/10,리버풀 FC,맨체스터 시티 FC,1,1,D,3.0,3.75,2.2
2024/03/11,첼시 FC,뉴캐슬 유나이티드 FC,3,2,H,1.91,4.0,3.6
2024/03/13,AFC 본머스,루턴 타운 FC,4,3,H,1.5,4.75,5.75
2024/03/16,번리 FC,브렌트포드 FC,2,1,H,3.25,3.6,2.15
2024/03/16,루턴 타운 FC,노팅엄 포레스트 FC,1,1,D,2.8,3.5,2.45
2024/03/16,풀럼 FC,토트넘 홋스퍼 FC,3,0,H,3.5,3.8,1.95
2024/03/17,웨스트햄 유나이티드 FC,애스턴 빌라 FC,1,1,D,2.63,3.75,2.45
2024/03/30,뉴캐슬 유나이티드 FC,웨스트햄 유나이티드 FC,4,3,H,1.83,4.2,3.8
2024/03/30,AFC 본머스,에버튼 FC,2,1,H,2.2,3.6,3.2
2024/03/30,첼시 FC,번리 FC,2,2,D,1.29,6.0,9.5
