날짜,홈 팀,원정 팀,홈 팀 득점,원정 팀 득점,경기 결과,홈 승 배당률,무승부 배당률,원정 승 배당률
2024/03/30,노팅엄 포레스트 FC,크리스탈 팰리스 FC,1,1,D,2.2,3.3,3.4
2024/03/30,셰필드 유나이티드 FC,풀럼 FC,3,3,D,4.5,4.0,1.73
2024/03/30,토트넘 홋스퍼 FC,루턴 타운 FC,2,1,H,1.2,8.0,11.0
2024/03/30,애스턴 빌라 FC,울버햄튼 원더러스 FC,2,0,H,1.6,4.33,5.0
2024/03/30,브렌트포드 FC,맨체스터 유나이티드 FC,1,1,D,3.0,3.8,2.2
2024/03/31,리버풀 FC,브라이튼 & 호브 알비언 FC,2,1,H,1.36,5.5,7.5
2024/03/31,맨체스터 시티 FC,아스날 FC,0,0,D,1.91,3.8,3.8
2024/04/02,뉴캐슬 유나이티드 FC,에버튼 FC,1,1,D,2.0,3.75,3.5
2024/04/02,노팅엄 포레스트 FC,풀럼 FC,3,1,H,2.7,3.4,2.63
2024/04/02,AFC 본머스,크리스탈 팰리스 FC,1,0,H,1.95,3.8,3.6
2024/04/02,번리 FC,울버햄튼 원더러스 FC,1,1,D,2.45,3.6,2.75
2024/04/02,웨스트햄 유나이티드 FC,토트넘 홋스퍼 FC,1,1,D,3.3,4.2,1.95
2024/04/03,아스날 FC,루턴 타운 FC,2,0,H,1.1,10.0,19.0
2024/04/03,브렌트포드 FC,브라이튼 & 호브 알비언 FC,0,0,D,2.38,3.8,2.75
2024/04/03,맨체스터 시티 FC,애스턴 빌라 FC,4,1,H,1.3,6.0,8.0
2024/04/04,리버풀 FC,셰필드 유나이티드 FC,3,1,H,1.09,12.0,21.0
2024/04/04,첼시 FC,맨체스터 유나이티드 FC,4,3,H,2.0,4.0,3.4
2024/04/06,크리스탈 팰리스 FC,맨체스터 시티 FC,2,4,A,9.5,5.25,1.33
2024/04/06,애스턴 빌라 FC,브렌트포드 FC,3,3,D,1.7,4.0,4.75
2024/04/06,에버튼 FC,번리 FC,1,0,H,1.65,4.0,5.25
2024/04/06,풀럼 FC,뉴캐슬 유나이티드 FC,0,1,A,2.38,3.8,2.8
2024/04/06,루턴 타운 FC,AFC 본머스,2,1,H,3.75,3.8,1.91
2024/04/06,울버햄튼 원더러스 FC,웨스트햄 유나이티드 FC,1,2,A,2.5,3.6,2.7
2024/04/06,브라이튼 & 호브 알비언 FC,아스날 FC,0,3,A,5.0,4.33,1.62
2024/04/07,맨체스터 유나이티드 FC,리버풀 FC,2,2,D,4.75,4.5,1.6
2024/04/07,셰필드 유나이티드 FC,첼시 FC,2,2,D,7.0,5.25,1.4
2024/04/07,토트넘 홋스퍼 FC,노팅엄 포레스트 FC,3,1,H,1.4,5.5,6.5
2024/04/13,뉴캐슬 유나이티드 FC,토트넘 홋스퍼 FC,4,0,H,2.7,4.0,2.3
2024/04/13,브렌트포드 FC,셰필드 유나이티드 FC,2,0,H,1.44,5.0,6.5
2024/04/13,번리 FC,브라이튼 & 호브 알비언 FC,1,1,D,3.5,3.75,2.0
2024/04/13,맨체스터 시티 FC,루턴 타운 FC,5,1,H,1.1,11.0,19.0
2024/04/13,노팅엄 포레스트 FC,울버햄튼 원더러스 FC,2,2,D,2.1,3.4,3.5
2024/04/13,AFC 본머스,맨체스터 유나이티드 FC,2,2,D,2.4,3.9,2.6
2024/04/14,리버풀 FC,크리스탈 팰리스 FC,0,1,A,1.22,7.0,12.0
2024/04/14,웨스트햄 유나이티드 FC,풀럼 FC,0,2,A,2.38,3.6,2.8
2024/04/14,아스날 FC,애스턴 빌라 FC,0,2,A,1.29,5.75,10.0
2024/04/15,첼시 FC,에버튼 FC,6,0,H,1.7,4.2,4.5
2024/04/20,루턴 타운 FC,브렌트포드 FC,1,5,A,3.1,3.75,2.15
2024/04/20,셰필드 유나이티드 FC,번리 FC,1,4,A,2.75,3.6,2.45
2024/04/20,울버햄튼 원더러스 FC,아스날 FC,0,2,A,8.5,4.5,1.4
2024/04/21,에버튼 FC,노팅엄 포레스트 FC,2,0,H,2.05,3.5,3.6
2024/04/21,애스턴 빌라 FC,AFC 본머스,3,1,H,1.85,4.0,3.6
2024/04/21,크리스탈 팰리스 FC,웨스트햄 유나이티드 FC,5,2,H,2.1,3.6,3.4
2024/04/21,풀럼 FC,리버풀 FC,1,3,A,5.25,4.5,1.57
2024/04/23,아스날 FC,첼시 FC,5,0,H,1.44,5.0,6.0
2024/04/24,울버햄튼 원더러스 FC,AFC 본머스,0,1,A,2.7,3.6,2.5
2024/04/24,크리스탈 팰리스 FC,뉴캐슬 유나이티드 FC,2,0,H,2.75,3.6,2.4
2024/04/24,에버튼 FC,리버풀 FC,2,0,H,7.0,5.0,1.4
2024/04/24,맨체스터 유나이티드 FC,셰필드 유나이티드 FC,4,2,H,1.3,6.5,7.5
2024/04/25,브라이튼 & 호브 알비언 FC,맨체스터 시티 FC,0,4,A,6.5,5.0,1.4
2024/04/27,웨스트햄 유나이티드 FC,리버풀 FC,2,2,D,5.5,5.0,1.5
2024/04/27,풀럼 FC,크리스탈 팰리스 FC,1,1,D,2.1,3.5,3.5
2024/04/27,맨체스터 유나이티드 FC,번리 FC,1,1,D,1.5,4.75,5.5
2024/04/27,뉴캐슬 유나이티드 FC,셰필드 유나이티드 FC,5,1,H,1.22,7.0,11.0
2024/04/27,울버햄튼 원더러스 FC,루턴 타운 FC,2,1,H,1.95,3.8,3.6
2024/04/27,에버튼 FC,브렌트포드 FC,1,0,H,2.3,3.5,3.0
2024/04/27,애스턴 빌라 FC,첼시 FC,2,2,D,2.15,3.8,3.0
2024/04/28,AFC 본머스,브라이튼 & 호브 알비언 FC,3,0,H,2.25,3.8,2.9
2024/04/28,토트넘 홋스퍼 FC,아스날 FC,2,3,A,4.2,4.2,1.75
2024/04/28,노팅엄 포레스트 FC,맨체스터 시티 FC,0,2,A,8.0,6.0,1.3
2024/05/02,첼시 FC,토트넘 홋스퍼 FC,2,0,H,2.15,3.8,3.0
2024/05/03,루턴 타운 FC,에버튼 FC,1,1,D,2.6,3.6,2.55
2024/05/04,아스날 FC,AFC 본머스,3,0,H,1.22,7.5,11.0
2024/05/04,브렌트포드 FC,풀럼 FC,0,0,D,2.1,3.8,3.2
2024/05/04,번리 FC,뉴캐슬 유나이티드 FC,1,4,A,3.4,4.0,1.95
2024/05/04,셰필드 유나이티드 FC,노팅엄 포레스트 FC,1,3,A,4.75,4.2,1.65
2024/05/04,맨체스터 시티 FC,울버햄튼 원더러스 FC,5,1,H,1.08,12.0,21.0
2024/05/05,브라이튼 & 호브 알비언 FC,애스턴 빌라 FC,1,0,H,2.75,3.75,2.45
2024/05/05,첼시 FC,웨스트햄 유나이티드 FC,5,0,H,1.65,4.5,4.5
2024/05/05,리버풀 FC,토트넘 홋스퍼 FC,4,2,H,1.5,5.75,5.0
2024/05/06,크리스탈 팰리스 FC,맨체스터 유나이티드 FC,4,0,H,2.38,3.75,2.8
2024/05/11,풀럼 FC,맨체스터 시티 FC,0,4,A,13.0,7.0,1.2
2024/05/11,AFC 본머스,브렌트포드 FC,1,2,A,1.95,4.0,3.5
2024/05/11,에버튼 FC,셰필드 유나이티드 FC,1,0,H,1.4,4.8,7.5
2024/05/11,뉴캐슬 유나이티드 FC,브라이튼 & 호브 알비언 FC,1,1,D,1.57,4.75,4.75
2024/05/11,토트넘 홋스퍼 FC,번리 FC,2,1,H,1.36,5.75,7.0
2024/05/11,웨스트햄 유나이티드 FC,루턴 타운 FC,3,1,H,1.8,4.2,3.8
2024/05/11,울버햄튼 원더러스 FC,크리스탈 팰리스 FC,1,3,A,2.88,3.5,2.38
2024/05/11,노팅엄 포레스트 FC,첼시 FC,2,3,A,3.4,3.8,2.0
2024/05/12,맨체스터 유나이티드 FC,아스날 FC,0,1,A,7.0,5.5,1.36
2024/05/13,애스턴 빌라 FC,리버풀 FC,3,3,D,4.2,4.33,1.7
2024/05/14,토트넘 홋스퍼 FC,맨체스터 시티 FC,0,2,A,6.5,6.0,1.36
2024/05/15,브라이튼 & 호브 알비언 FC,첼시 FC,1,2,A,3.3,4.0,1.95
2024/05/15,맨체스터 유나이티드 FC,뉴캐슬 유나이티드 FC,3,2,H,2.75,4.0,2.3
2024/05/19,아스날 FC,에버튼 FC,2,1,H,1.18,8.0,12.0
2024/05/19,브렌트포드 FC,뉴캐슬 유나이티드 FC,2,4,A,2.9,3.9,2.2
2024/05/19,브라이튼 & 호브 알비언 FC,맨체스터 유나이티드 FC,0,2,A,2.15,4.0,2.9
2024/05/19,번리 FC,노팅엄 포레스트 FC,1,2,A,3.0,3.5,2.3
2024/05/19,첼시 FC,AFC 본머스,2,1,H,1.45,5.0,6.0
2024/05/19,크리스탈 팰리스 FC,애스턴 빌라 FC,5,0,H,1.85,4.33,3.6
2024/05/19,리버풀 FC,울버햄튼 원더러스 FC,2,0,H,1.17,8.0,15.0
2024/05/19,루턴 타운 FC,풀럼 FC,2,4,A,2.9,3.9,2.2
2024/05/19,맨체스터 시티 FC,웨스트햄 유나이티드 FC,3,1,H,1.08,12.0,21.0
2024/05/19,셰필드 유나이티드 FC,토트넘 홋스퍼 FC,0,3,A,7.0,6.0,1.33
