날짜,홈 팀,원정 팀,홈 팀 득점,원정 팀 득점,경기 결과,홈 승 배당률,무승부 배당률,원정 승 배당률
2025/03/15,맨체스터 시티 FC,브라이튼 앤 호브 알비온 FC,2,2,D,1.67,4.33,4.5
2025/03/15,사우샘프턴 FC,울버햄튼 원더러스 FC,1,2,A,3.7,3.4,2.0
2025/03/15,본머스 FC,브렌트포드 FC,1,2,A,1.73,4.2,4.2
2025/03/16,아스널 FC,첼시 FC,1,0,H,1.8,3.6,4.5
2025/03/16,풀럼 FC,토트넘 홋스퍼 FC,2,0,H,2.0,3.75,3.6
2025/03/16,레스터 시티 FC,맨체스터 유나이티드 FC,0,3,A,4.5,3.5,1.83
2025/04/01,아스널 FC,풀럼 FC,2,1,H,1.48,4.33,7.0
2025/04/01,울버햄튼 원더러스 FC,웨스트 햄 유나이티드 FC,1,0,H,2.5,3.2,2.9
2025/04/01,노팅엄 포레스트 FC,맨체스터 유나이티드 FC,1,0,H,2.3,3.4,3.1
2025/04/02,본머스 FC,입스위치 타운 FC,1,2,A,1.36,5.25,7.5
2025/04/02,브라이튼 앤 호브 알비온 FC,아스톤 빌라 FC,0,3,A,2.05,3.8,3.25
2025/04/02,맨체스터 시티 FC,레스터 시티 FC,2,0,H,1.2,8.0,10.0
2025/04/02,뉴캐슬 유나이티드 FC,브렌트포드 FC,2,1,H,1.73,4.5,4.0
2025/04/02,사우샘프턴 FC,크리스탈 팰리스 FC,1,1,D,5.75,3.8,1.62
2025/04/02,리버풀 FC,에버튼 FC,1,0,H,1.36,5.0,8.0
2025/04/03,첼시 FC,토트넘 홋스퍼 FC,1,0,H,1.65,4.5,4.5
2025/04/05,에버튼 FC,아스널 FC,1,1,D,5.25,3.25,1.75
2025/04/05,크리스탈 팰리스 FC,브라이튼 앤 호브 알비온 FC,2,1,H,2.35,3.6,2.8
2025/04/05,입스위치 타운 FC,울버햄튼 원더러스 FC,1,2,A,2.7,3.25,2.63
2025/04/05,웨스트 햄 유나이티드 FC,본머스 FC,2,2,D,3.0,3.5,2.3
2025/04/05,아스톤 빌라 FC,노팅엄 포레스트 FC,2,1,H,1.95,3.6,3.7
2025/04/06,브렌트포드 FC,첼시 FC,0,0,D,3.2,3.6,2.15
2025/04/06,풀럼 FC,리버풀 FC,3,2,H,4.5,3.5,1.83
2025/04/06,토트넘 홋스퍼 FC,사우샘프턴 FC,3,1,H,1.38,5.5,6.5
2025/04/06,맨체스터 유나이티드 FC,맨체스터 시티 FC,0,0,D,3.4,3.6,2.1
2025/04/07,레스터 시티 FC,뉴캐슬 유나이티드 FC,0,3,A,6.5,4.2,1.48
2025/04/12,맨체스터 시티 FC,크리스탈 팰리스 FC,5,2,H,1.5,4.75,5.75
2025/04/12,브라이튼 앤 호브 알비온 FC,레스터 시티 FC,2,2,D,1.29,6.0,10.0
2025/04/12,노팅엄 포레스트 FC,에버튼 FC,0,1,A,2.1,3.3,3.7
2025/04/12,사우샘프턴 FC,아스톤 빌라 FC,0,3,A,6.0,4.2,1.55
2025/04/12,아스널 FC,브렌트포드 FC,1,1,D,1.6,4.33,5.0
2025/04/13,첼시 FC,입스위치 타운 FC,2,2,D,1.27,7.0,8.5
2025/04/13,리버풀 FC,웨스트 햄 유나이티드 FC,2,1,H,1.3,6.0,8.0
2025/04/13,울버햄튼 원더러스 FC,토트넘 홋스퍼 FC,4,2,H,2.2,3.6,3.1
2025/04/13,뉴캐슬 유나이티드 FC,맨체스터 유나이티드 FC,4,1,H,1.65,4.2,4.75
2025/04/14,본머스 FC,풀럼 FC,1,0,H,2.15,3.5,3.3
2025/04/16,뉴캐슬 유나이티드 FC,크리스탈 팰리스 FC,5,0,H,1.67,3.9,5.0
2025/04/19,브렌트포드 FC,브라이튼 앤 호브 알비온 FC,4,2,H,2.4,3.75,2.63
2025/04/19,크리스탈 팰리스 FC,본머스 FC,0,0,D,2.45,3.6,2.63
2025/04/19,에버튼 FC,맨체스터 시티 FC,0,2,A,3.7,3.6,1.91
2025/04/19,웨스트 햄 유나이티드 FC,사우샘프턴 FC,1,1,D,1.48,4.33,6.5
2025/04/19,아스톤 빌라 FC,뉴캐슬 유나이티드 FC,4,1,H,2.3,3.6,2.75
2025/04/20,풀럼 FC,첼시 FC,1,2,A,2.7,3.7,2.35
2025/04/20,입스위치 타운 FC,아스널 FC,0,4,A,8.0,4.5,1.4
2025/04/20,맨체스터 유나이티드 FC,울버햄튼 원더러스 FC,0,1,A,2.0,3.6,3.6
2025/04/20,레스터 시티 FC,리버풀 FC,0,1,A,11.0,6.25,1.22
2025/04/21,토트넘 홋스퍼 FC,노팅엄 포레스트 FC,1,2,A,2.45,3.6,2.63
2025/04/22,맨체스터 시티 FC,아스톤 빌라 FC,2,1,H,1.8,4.1,3.9
2025/04/23,아스널 FC,크리스탈 팰리스 FC,2,2,D,1.4,4.75,7.5
2025/04/26,첼시 FC,에버튼 FC,1,0,H,1.55,4.0,6.0
2025/04/26,브라이튼 앤 호브 알비온 FC,웨스트 햄 유나이티드 FC,3,2,H,1.67,4.2,4.75
2025/04/26,뉴캐슬 유나이티드 FC,입스위치 타운 FC,3,0,H,1.18,7.5,13.0
2025/04/26,사우샘프턴 FC,풀럼 FC,1,2,A,5.25,4.0,1.6
2025/04/26,울버햄튼 원더러스 FC,레스터 시티 FC,3,0,H,1.5,4.2,6.25
2025/04/27,본머스 FC,맨체스터 유나이티드 FC,1,1,D,1.67,4.0,4.5
2025/04/27,리버풀 FC,토트넘 홋스퍼 FC,5,1,H,1.25,6.0,11.0
2025/05/01,노팅엄 포레스트 FC,브렌트포드 FC,0,2,A,2.15,3.5,3.25
2025/05/02,맨체스터 시티 FC,울버햄튼 원더러스 FC,1,0,H,1.4,4.75,7.5
2025/05/03,아스톤 빌라 FC,풀럼 FC,1,0,H,1.77,3.75,4.5
2025/05/03,에버튼 FC,입스위치 타운 FC,2,2,D,1.45,4.33,6.5
2025/05/03,레스터 시티 FC,사우샘프턴 FC,2,0,H,2.3,3.6,2.88
2025/05/03,아스널 FC,본머스 FC,1,2,A,2.05,3.7,3.4
2025/05/04,브렌트포드 FC,맨체스터 유나이티드 FC,4,3,H,1.65,4.1,4.75
2025/05/04,브라이튼 앤 호브 알비온 FC,뉴캐슬 유나이티드 FC,1,1,D,2.88,3.7,2.3
2025/05/04,웨스트 햄 유나이티드 FC,토트넘 홋스퍼 FC,1,1,D,2.1,3.7,3.25
2025/05/04,첼시 FC,리버풀 FC,3,1,H,2.15,3.7,3.1
2025/05/05,크리스탈 팰리스 FC,노팅엄 포레스트 FC,1,1,D,2.25,3.4,3.2
2025/05/10,풀럼 FC,에버튼 FC,1,3,A,1.82,3.4,4.5
2025/05/10,입스위치 타운 FC,브렌트포드 FC,0,1,A,5.0,4.0,1.65
2025/05/10,사우샘프턴 FC,맨체스터 시티 FC,0,0,D,11.0,7.5,1.2
2025/05/10,울버햄튼 원더러스 FC,브라이튼 앤 호브 알비온 FC,0,2,A,2.7,3.5,2.5
2025/05/10,본머스 FC,아스톤 빌라 FC,0,1,A,2.4,3.6,2.75
2025/05/11,뉴캐슬 유나이티드 FC,첼시 FC,2,0,H,2.1,3.75,3.1
2025/05/11,맨체스터 유나이티드 FC,웨스트 햄 유나이티드 FC,0,2,A,1.9,3.6,4.0
2025/05/11,노팅엄 포레스트 FC,레스터 시티 FC,2,2,D,1.33,5.25,8.0
2025/05/11,토트넘 홋스퍼 FC,크리스탈 팰리스 FC,0,2,A,2.63,3.6,2.5
2025/05/11,리버풀 FC,아스널 FC,2,2,D,2.0,3.6,3.6
2025/05/16,아스톤 빌라 FC,토트넘 홋스퍼 FC,2,0,H,1.3,6.0,8.5
2025/05/16,첼시 FC,맨체스터 유나이티드 FC,1,0,H,1.44,5.0,6.25
2025/05/18,에버튼 FC,사우샘프턴 FC,2,0,H,1.4,4.75,7.5
2025/05/18,웨스트 햄 유나이티드 FC,노팅엄 포레스트 FC,1,2,A,2.75,3.3,2.55
2025/05/18,브렌트포드 FC,풀럼 FC,2,3,A,1.91,3.9,3.6
2025/05/18,레스터 시티 FC,입스위치 타운 FC,2,0,H,2.3,3.6,2.9
2025/05/18,아스널 FC,뉴캐슬 유나이티드 FC,1,0,H,1.95,3.7,3.7
2025/05/19,브라이튼 앤 호브 알비온 FC,리버풀 FC,3,2,H,2.6,3.75,2.45
2025/05/20,크리스탈 팰리스 FC,울버햄튼 원더러스 FC,4,2,H,2.25,3.3,3.2
2025/05/20,맨체스터 시티 FC,본머스 FC,3,1,H,1.55,4.33,5.75
2025/05/25,본머스 FC,레스터 시티 FC,2,0,H,1.33,5.25,8.5
2025/05/25,풀럼 FC,맨체스터 시티 FC,0,2,A,5.0,4.2,1.6
2025/05/25,입스위치 타운 FC,웨스트 햄 유나이티드 FC,1,3,A,3.0,3.8,2.2
2025/05/25,리버풀 FC,크리스탈 팰리스 FC,1,1,D,1.4,6.0,5.75
2025/05/25,맨체스터 유나이티드 FC,아스톤 빌라 FC,2,0,H,4.33,4.2,1.7
2025/05/25,뉴캐슬 유나이티드 FC,에버튼 FC,0,1,A,1.33,5.5,8.5
2025/05/25,노팅엄 포레스트 FC,첼시 FC,0,1,A,3.0,3.75,2.2
2025/05/25,사우샘프턴 FC,아스널 FC,1,2,A,8.5,6.0,1.3
2025/05/25,토트넘 홋스퍼 FC,브라이튼 앤 호브 알비온 FC,1,4,A,4.2,4.33,1.7
2025/05/25,울버햄튼 원더러스 FC,브렌트포드 FC,1,1,D,2.7,3.7,2.45
